entity_id,template_name,ola,lineage,genes_inherited,genes_olaX,robustness_score,taxonomy_version,taxonomy_kingdom,taxonomy_family_id,sweep_evals_total,sweep_seeds_total,sweep_attempted,H_part_norm_mean,H_part_norm_std,PE_lockS1_norm_mean,PE_lockS1_norm_std,R_network_S1_mean,R_network_S1_std,pQ_mean,pS1_mean,pS2_mean,best_eval_id
c3d0c542b165498d9b7ad03d99c278093cc77e646114e0d9933e02fa2a5b2c6e,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.6188542234402029,0.22936818158490763,0.3316635154848469,0.014121406632453396,0.41775256234753066,0.0290944600491677,0.2564630322629448,0.6144774880367331,0.129059479531631,c92455b1ce4e4ab6e1ee11188e3b493eaa9912d9820ac4de16d9f534e286230a
dea9bfd28d8d7f30993c11d18274756295f903d14a5263a39f4dbae5484aad8b,ladder_5,2,{},{},{},,,,,24,24,True,0.6292624401768615,0.13661037300383272,0.2572157292869301,0.02601852161524077,0.358512177793812,0.034350146040239664,0.6719236383053131,0.16838809037437577,0.15968827085721235,f764210348340192c0a3e0b76949c061ee014071bda4493f678103953c10449a
e8ccd0c3f5607b7ff82357eb62ca52657fc0b927ef37eba09336101e8a0aea56,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.5873764920001808,0.1682605664669422,0.323680315381595,0.06604030892874825,0.3902582779503376,0.031207028553431788,0.4944370432982301,0.3113111973319481,0.19425175897571545,c459fa1c370bb0c554844da5a5339cd46ea1e798af93a716726913ab1e707c12
f8539f6101e1ad5b7f2514d918d373cd364a8b5535569d6a5d6f889a299daef2,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.4598546314168692,0.05878520904841063,0.21740810878175146,0.0053619224223128165,0.3965816441356662,0.028112110418043946,0.7107326808398664,0.034349730802827584,0.25491758798528796,7e47206a68b3a8c672977dc2005a325b3ec929fe4c139867589e0fb67fa9744f
beaa79c2954c46390b5c118f4be9fe0df243bf36b4e0cb28ba0749aa45398f56,ladder_5,2,{},{},{},,,,,24,24,True,0.6131250465735525,0.16212873940926417,0.26179244988057243,0.05401604429287536,0.35896516762782915,0.051100161261337824,0.5829212953304815,0.19893725429347484,0.2181414499587766,6b548acfb4e3a5e32175d8f7f2b13d02e76738d079734d6f8f0223ab998c7630
d0067297bf6d5a322739ebadd87d4583ea53d7669ac9a27bd3781204292b5957,ladder_5,2,{},{},{},,,,,24,24,True,0.6492815463436764,0.12569914284317535,0.3047185659232667,0.07307462586392154,0.3979897210108962,0.038345903859013084,0.5669299598752088,0.14955088963606403,0.28351915025120494,d0bcd90256c995cb5a11f3b97508c0bfda1c9569cdc9523c26045160a66f1a0a
6d5d238525aaa1c00a08e0d65794c32375abd6279f600dd7fcc5cf719a480808,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.38288605270251724,0.25856524983548473,0.3971526001851482,0.002778981327844698,0.4244736805637703,0.0295197968040501,0.15630721881591073,0.7760112367322954,0.0676815443424608,88021d375f62e59908d877034dc73902c4fa63b254e40e20e1bd60e04db7dd52
64fea02f5eadd417e2266fab14bda7b46097769bb610292ad6de1d50a0cc3a8f,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.48073141467793784,0.06308124261902155,0.20379373379238874,0.010730158359452771,0.41263635948253813,0.036369508103152925,0.7421687036271373,0.05168976695580984,0.20614152889698797,1dba98226541d76d68aab77354980f5cc59723a38c3ef5eaebb5cb6c03544783
aaf8a8c8163de1854492f44980c2b912408c382befd6208bdc0071cd8fe87895,decagon_ring,2,{},{},{},,,,,24,24,True,0.38473459039937735,0.1672494134390649,0.28407335005816164,0.009586112040219199,0.3511862177675696,0.025207056020353433,0.06676889990005293,0.5766181206185441,0.35661297943203074,e1651495b59f730c462b7d67d632dd1f6bc7c07b5debecc7b8419cf4e255e81d
b58a9ed07a8d130207303eb432fe466bc35a9eb400e3630c0e36bdcfcc4180d2,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.6526068906297707,0.1258245097673516,0.23258307302775583,0.019600437423711863,0.4061996677349911,0.029632271859309018,0.6418525253076207,0.15408605291217173,0.20406142145906236,b23af728aa838c912ea999581e635d05a985c26a3218e9f9c6f89e2f9153e701
e8915ee6cba958e18c30623f6af7e56c9aceb340d3b574dd3cbd3cc39f39f103,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.4962955851978155,0.2198803561274904,0.3947024264986301,0.0048399237973345815,0.3884925754258177,0.02711648558234245,0.10677862468395316,0.5334030634421415,0.35981831180345786,5123afaef635147c81a9a1e6d8009f27407aa9070ef7979359bcc8d33a8f3cb4
4e3f153b27434c0a9ecc39a1bde798aa50cd54d45b152fe4fd394c31855def89,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.4974262389108157,0.12385676485392338,0.2554836876091046,0.03646707107896332,0.35288796096907604,0.03300531192306698,0.6603381241215646,0.23670823540064964,0.10295363999523906,42d9e8485c2f3cc2675ef2471c8a8c7829ef25ab70178732a0b8768adc54d97c
e65fc0ef7b73ec0d3325bb6a233014354efb4b148e4022f01c801a049058695a,bipartite_3_6,2,{},{},{},,,,,24,24,True,0.47985008217193337,0.06965381365682023,0.19558451195432744,0.006798403646612201,0.37363293374332596,0.03508664064968042,0.7548116002409381,0.03755037491847563,0.2076380244082301,b42d99a16a504d6f5cad7b9dd332c57d3a60d4ef8d3371b6bfa71ec7176c0385
6e14c93b16e0975294414a1940422d85eb37b5f102e0c120bf0b10e4e0bf848c,ladder_5,2,{},{},{},,,,,24,24,True,0.3189330575595071,0.19387383708015263,0.40343835805956746,0.02931224354242051,0.43586091197223326,0.035448713648583166,0.08842152122776549,0.7856184582364522,0.1259600204521403,ac22e188e16668b48fc08203b0006b8ab043060c22c13f39587d4bee7e324195
